SurveyArea,LGA,BushlandOrUrban,Methodology,Date,Time,TransectID,Year,SurveyNumber,SiteNumber,SiteName,Transect,SightingNumber,Distance_m,Bearing,AgeStatus,NumberOfAdults,NumberOfSubadults,NumberOfJuveniles,Sex,Disease,Waypoint,Eastings,Northings,TreeSpecies,HeightOfKoalaInTree_m,HeightOfTree_m,DBH_cm,CrownSize_m,CrownDensity_percentage,OldTransectNumber
Pine Rivers,Moreton Bay,Urban,All-of-area,25/09/2011,11:45:00,201110800,2011,21,108,Whiteside,0,3,N/A,N/A,J*,0,0,1,U,U,,493850,6985141,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,25/09/2011,11:40:00,201110800,2011,21,108,Whiteside,0,4,N/A,N/A,A*,1,0,0,F,N,,494061,6985198,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,25/09/2011,11:40:00,201110800,2011,21,108,Whiteside,0,5,N/A,N/A,J*,0,0,1,U,U,,494061,6985198,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,25/09/2011,12:10:00,201110800,2011,21,108,Whiteside,0,6,N/A,N/A,A,1,0,0,M,C,,494129,6985020,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,25/09/2011,12:40:00,201110800,2011,21,108,Whiteside,0,7,N/A,N/A,A,1,0,0,F,T,,494042,6985029,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Urban,All-of-area,25/09/2011,12:45:00,201110800,2011,21,108,Whiteside,0,8,N/A,N/A,A,1,0,0,F,N,,494042,6985029,E. tereticornis,,,,,,
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,12:20:00,201110901,2011,21,109,Lake Kurwongbah,1,1,43,S,A,1,0,0,M,N,D1 W1310,495966,6984914,E. moluccana,17,24,61,15,40,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,12:37:00,201110901,2011,21,109,Lake Kurwongbah,1,2,22.95,N,A,1,0,0,F,T,D1 W1311,495910,6984996,E. moluccana,18,21,39,12,30,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,13:30:00,201110903,2011,21,109,Lake Kurwongbah,3,1,60.8,S,A,1,0,0,F,N,D1 W1315,495932,6984814,E. moluccana,16,22,61,14,30,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,13:40:00,201110903,2011,21,109,Lake Kurwongbah,3,2,80.5,S,A*,1,0,0,F,N,D1 W1308,495933,6984797,C. maculata,12,19,46.5,13,40,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,10:45:00,201110906,2011,21,109,Lake Kurwongbah,6,1,12.9,S,A,1,0,0,F,N,D2 W799,496215,6985097,E. crebra,10,13,36.1,6,35,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,12:08:00,201110907,2011,21,109,Lake Kurwongbah,7,1,5.8,E,A,1,0,0,F,N,D2 W801,495825,6985242,E. carnea,10,16,27.8/17.8,8,35,7
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,13:15:00,201110908,2011,21,109,Lake Kurwongbah,8,1,39.45,S,A,1,0,0,M,N,D2 W803,496150,6985203,E. moluccana,19,25,52,11,45,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,13:57:00,201110909,2011,21,109,Lake Kurwongbah,9,1,14.4,N,A*,1,0,0,F,N,D2 W806,496112,6985410,C. citriodora,16,25,57,12,25,9
Pine Rivers,Moreton Bay,Bushland,Line-transect,1/09/2011,10:30:00,201110910,2011,21,109,Lake Kurwongbah,10,1,27.5,N,A,1,0,0,U,U,D1 W1302,495309,6984939,E. moluccana,15,16,25/20.5,13,50,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,4/08/2011,10:55:00,201111101.1,2011,21,111,Postmans Track,1.1,1,33.7,E,A,1,0,0,F,N,D2 W709,486468,6985139,E. tereticornis,18,22,5.9/57.5,10,40,1A
Pine Rivers,Moreton Bay,Bushland,Line-transect,4/08/2011,12:04:00,201111101.2,2011,21,111,Postmans Track,1.2,2,34.6,E,A,1,0,0,M,N,D2 W712,486592,6985017,A. leiocarpa,14,19,46.1,12,55,1B
Pine Rivers,Moreton Bay,Bushland,Line-transect,20/10/2011,10:30:00,201111401,2011,21,114,Powerlines,1,1,0,na,A,1,0,0,M,N,D1 W1442,490197,6990860,E. carnea,13,18,55,12,60,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,20/10/2011,11:35:00,201111402,2011,21,114,Powerlines,2,1,33.8,E,A,1,0,0,U,U,D W1444,489738,6991060,E. carnea,17,24,35.4,4,55,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,20/10/2011,12:20:00,201111403,2011,21,114,Powerlines,3,1,25,N,A,1,0,0,M,T,D1 W1446,490255,6991037,E. moluccana,13,18,35.5,9,20,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,18/10/2011,13:40:00,201111407,2011,21,114,Powerlines,7,1,25.8,N,A,1,0,0,M,N,,490198,6990330,L. confertus,4,6,7.4,1.5,40,7
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/08/2011,13:15:00,201111501,2011,21,115,Clear Mountain Conservation Park,1,1,42.9,W,A*,1,0,0,F,N,D1 W1233,490563,6980300,E. microcorys,22,26,46.8,12,85,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/08/2011,13:40:00,201111501,2011,21,115,Clear Mountain Conservation Park,1,2,7.1,W,A,1,0,0,M,N,D1 W1234,490604,6980394,E. carnea,13,19,32,6,70,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,17/08/2011,10:52:00,201111603,2011,21,116,Forgan Cove,3,1,20.4,W,A*,1,0,0,F,N,D1 W1257,492191,6981698,C. intermedia,18,21,42.1,10,60,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,17/08/2011,10:52:00,201111603,2011,21,116,Forgan Cove,3,2,20.4,W,J*,0,0,1,U,U,D1 W1257,492191,6981698,C. intermedia,18,21,42.1,10,60,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,17/08/2011,13:10:00,201111604,2011,21,116,Forgan Cove,4,1,12.5,W,A*,1,0,0,F,N,D1 W1260,492344,6981617,C. intermedia,16,22,50.3,13,40,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,17/08/2011,13:10:00,201111604,2011,21,116,Forgan Cove,4,2,12.5,W,J*,0,0,1,U,U,D1 W1260,492344,6981617,C. intermedia,16,22,50.3,13,40,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,10/08/2011,13:10:00,201111608,2011,21,116,Forgan Cove,8,1,6.5,E,A,1,0,0,M,T,,492746,6983047,E. microcorys,13,16,38.6,7,60,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,17/08/2011,12:31:00,201111611,2011,21,116,Forgan Cove,11,1,15.7,S,A,1,0,0,M,C,,492032,6981435,E. carnea,12,17,49.6,6,20,11
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,10:00:00,201111701.2,2011,21,117,Brendale CSR (Site B),1.2,1,,,A*,1,0,0,F,N,D1 W1395,496258,6978946,E. fibrosa,16,22,46.8,6,55,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,10:00:00,201111701.2,2011,21,117,Brendale CSR (Site B),1.2,2,,,J*,0,0,1,M,N,D1 W1395,496258,6978946,E. fibrosa,16,22,46.8,6,55,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,11:00:00,201111702.1,2011,21,117,Brendale CSR (Site A),2.1,1,,,A,1,0,0,M,N,D1 W1390,496623,6979233,C. citriodora,18,24,47.7,9,55,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,11:35:00,201111702.1,2011,21,117,Brendale CSR (Site A),2.1,2,,,A,1,0,0,F,T,D1 W1391,496566,6978992,E. siderophloia,13,14,19,3,65,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,14:20:00,201111704.1,2011,21,117,Brendale CSR (Site A),4.1,1,,,A*,1,0,0,F,N,D1 W1392,496691,6978738,E. acmeniodes,14,16,30.5,6,45,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,14:20:00,201111704.1,2011,21,117,Brendale CSR (Site A),4.1,2,,,J*,0,0,1,M?,U,D1 W1392,496691,6978738,E. acmeniodes,14,16,30.5,6,45,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,12:00:00,201111704.2,2011,21,117,Brendale CSR (Site B),4.2,1,,,A*,1,0,0,F,T,D1 W1396,495696,6978958,C. intermedia,9,10,20.5,6,55,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,12:00:00,201111704.2,2011,21,117,Brendale CSR (Site B),4.2,2,,,J*,0,0,1,U,U,D1 W1396,495696,6978958,C. intermedia,9,10,20.5,6,55,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,12:20:00,201111704.2,2011,21,117,Brendale CSR (Site B),4.2,3,,,A,1,0,0,M,N,D1 W1397,495653,6979020,C. henryi,15,19,35.7,10,70,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,13:00:00,201111705.2,2011,21,117,Brendale CSR (Site B),5.2,1,,,A,1,0,0,U,N,D1 W1398,495599,6978918,E. tindaliae,14,19,38.6/6.0,11,45,5
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,13:30:00,201111706.2,2011,21,117,Brendale CSR (Site B),6.2,1,,,A*,1,0,0,F,N,D1 W1399,495437,6979054,E. tindaliae,17,21,49.5,12,55,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,13:30:00,201111706.2,2011,21,117,Brendale CSR (Site B),6.2,2,,,J*,0,0,1,F,N,D1 W1399,495437,6979054,E. tindaliae,17,21,49.5,12,55,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,14:45:00,201111708.1,2011,21,117,Brendale CSR (Site A),8.1,1,,,A,1,0,0,F,N,D1 W1393,497125,6979028,E. racemosa,19,22,76.2,19,70,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,16:45:00,201111708.1,2011,21,117,Brendale CSR (Site A),8.1,2,,,S,0,1,0,F,N,D1 W1393,497125,6979028,E. racemosa,21,22,76.2,19,70,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,27/09/2011,17:20:00,201111708.1,2011,21,117,Brendale CSR (Site A),8.1,3,,,A,1,0,0,M,N,D1 W1394,497117,6978896,C. intermedia,16,22,37.8,7,70,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,13:50:00,201111708.2,2011,21,117,Brendale CSR (Site B),8.2,1,,,A,1,0,0,U,N,D1 W1400,495435,6979278,E. propinqua,10,12,30,5,70,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,14:05:00,201111711,2011,21,117,Brendale CSR (Site B),11,1,,,A*,1,0,0,F,N,,495826,6979237,E. siderophloia,11,17,30,8,75,11
Pine Rivers,Moreton Bay,Bushland,Line-transect,28/09/2011,14:05:00,201111711,2011,21,117,Brendale CSR (Site B),11,2,,,J*,0,0,1,U,U,,495826,6979237,E. siderophloia,11,17,30,8,75,11
Pine Rivers,Moreton Bay,Bushland,Line-transect,25/08/2011,10:53:00,201111809,2011,21,118,Samford Conservation Park,9,1,1,S,A,1,0,0,U,N,D2 W758,490971,6971298,E. propinqua,14,16,41.4,8,80,9
Pine Rivers,Moreton Bay,Bushland,Line-transect,25/08/2011,13:20:00,201111811,2011,21,118,Samford Conservation Park,11,1,37.25,S,A,1,0,0,M,N,D2 W762,490990,6971779,E. crebra,14,18,29.7,6,30,11
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,12:35:00,201111901,2011,21,119,AMCOR Paper Mill,1,1,18,E,A*,1,0,0,F,N,D2 W836,499198,6984920,E. racemosa,20,22,33.8,9,20,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,12:35:00,201111901,2011,21,119,AMCOR Paper Mill,1,2,18,E,S,0,1,0,U,N,D2 W836,499198,6984920,E. racemosa,20.5,22,33.8,9,20,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,14:35:00,201111902,2011,21,119,AMCOR Paper Mill,2,1,28.3,E,A*,1,0,0,F,N,D2 W839,499050,6984548,L. suaveolens,8,9,18.8,9,80,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,14:35:00,201111902,2011,21,119,AMCOR Paper Mill,2,1,28.3,E,J*,0,0,1,U,U,D2 W839,499050,6984548,L. suaveolens,8,9,18.8,9,80,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,14:35:00,201111902,2011,21,119,AMCOR Paper Mill,2,2,23.8,E,A,1,0,0,M,N,D2 W840,499049,6984547,E. racemosa,11,13,35.4,6.5,25,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,15:40:00,201111902,2011,21,119,AMCOR Paper Mill,2,3,28.5,E,A,1,0,0,F,N,D2 W842,499133,6985090,E. grandis,15,24,94.8,15,35,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:40:00,201111903,2011,21,119,AMCOR Paper Mill,3,1,1,E,A*,1,0,0,F,N,D2 W846,498599,6984893,E. racemosa,14,16,34.2,8,30,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:40:00,201111903,2011,21,119,AMCOR Paper Mill,3,2,1,E,J*,0,0,1,U,N,D2 W846,498599,6984893,E. racemosa,14,16,34.2,8,30,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:55:00,201111903,2011,21,119,AMCOR Paper Mill,3,3,30.6,W,A,1,0,0,M,N,D2 W847,498565,6984867,E. racemosa,13,15,18.5,6,40,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,12:45:00,201111903,2011,21,119,AMCOR Paper Mill,3,4,7.1,E,A,1,0,0,F,U,D2 W848,498554,6984596,E. racemosa,17,23,95,15,50,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,11:19:00,201111906,2011,21,119,AMCOR Paper Mill,6,1,4.1,W,A,1,0,0,M,N,D2 W833,499204,6984345,E. racemosa,18,24,75.9,17,20,6
Pine Rivers,Moreton Bay,Bushland,Line-transect,8/09/2011,11:30:00,201111908,2011,21,119,AMCOR Paper Mill,8,1,11.3,W,A*,1,0,0,F,N,D1 W1336,498984,6984983,E. racemosa,14,21,80.8,17,45,8
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:05:00,201111910,2011,21,119,AMCOR Paper Mill,10,1,19.9,W,A,1,0,0,U,U,D1 W1347,498523,6985146,E. grandis,16,21,43.1,10,35,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:18:00,201111910,2011,21,119,AMCOR Paper Mill,10,2,5.45,E,S,0,1,0,F,N,D1 W1348,498536,6985131,Cinnamomum camphora,6,8,12.4,6,95,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:31:00,201111910,2011,21,119,AMCOR Paper Mill,10,3,10.4,E,A,1,0,0,M,N,D1 W1349,498512,6985055,E. grandis,20,24,33.8,8,40,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,11:33:00,201111910,2011,21,119,AMCOR Paper Mill,10,4,13,W,A,1,0,0,F,N,D1 W1350,498527,6985071,E. racemosa,17,18,42.1,8,25,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,12:15:00,201111910,2011,21,119,AMCOR Paper Mill,10,5,20.8,E,A*,1,0,0,F,N,D1 W1351,498457,6984666,E. racemosa,14,20,49.8,9,20,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,9/09/2011,12:28:00,201111910,2011,21,119,AMCOR Paper Mill,10,6,21.1,E,J*,0,0,1,F,N,D1 W1352,498157,6984662,E. racemosa,12,21,38.5/48.0,10,30,10
Pine Rivers,Moreton Bay,Bushland,Line-transect,10/08/2011,12:30:00,201112101,2011,21,121,Bunyaville,1,1,8.3,S,A,1,0,0,M,N,D2 W733,497288,6972003,E. maculata (which is now C. citriodora),19,21,44.9,10,55,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,10/08/2011,12:43:00,201112101,2011,21,121,Bunyaville,1,2,28.2,S,A,1,0,0,F,N,D2 W734,497367,6971954,E. maculata (which is now C. citriodora),17,24,49.8,11,55,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,11/08/2011,12:51:00,201112105,2011,21,121,Bunyaville,5,1,21.4,N,A*,1,0,0,F,N,D2 W743,495640,6972492,E. siderophloia,19,21,35,8,45,5
Pine Rivers,Moreton Bay,Bushland,Line-transect,7/09/2011,12:55:00,201112203,2011,21,122,Murrenbong Scout Camp,3,1,18.9,E,A,1,0,0,F,N,D2 W823,493537,6987223,E. moluccana,15,21,40.1,9,20,3
Pine Rivers,Moreton Bay,Bushland,Line-transect,7/09/2011,15:00:00,201112204,2011,21,122,Murrenbong Scout Camp,4,1,2,W,A,1,0,0,M,N,D2 W1329,494202,6987050,E. carnea,13,14,21.2,10,25,4
Pine Rivers,Moreton Bay,Bushland,Line-transect,7/09/2011,14:55:00,201112213,2011,21,122,Murrenbong Scout Camp,13,1,4.5,E,A,1,0,0,M,T,D2 W826,493951,6987172,E. tereticornis,8,11,26.5,5,10,13
Pine Rivers,Moreton Bay,Bushland,Line-transect,7/09/2011,15:21:00,201112214,2011,21,122,Murrenbong Scout Camp,14,1,9.1,W,A,1,0,0,F,N,D2 W828,494051,6987344,E. tereticornis,15,27,44.2,10,20,14
Pine Rivers,Moreton Bay,Bushland,Line-transect,7/09/2011,15:54:00,201112215,2011,21,122,Murrenbong Scout Camp,15,1,32.3,S,A,1,0,0,M,N,D2 W830,494097,6987071,E. tereticornis,17,22,45.5,12,10,15
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,10:15:00,201112501,2011,21,125,Francis Road,1,1,,,A,1,0,0,F,N,D1 W1668,495419,6982380,E. siderophloia,6,16,41.7/9.4,11,20,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,10:30:00,201112501,2011,21,125,Francis Road,1,2,,,J,0,0,1,M,N,D1 W1669,495423,6982419,E. tereticornis,14,16,50.7,13.5,40,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,10:45:00,201112501,2011,21,125,Francis Road,1,3,,,A,1,0,0,M,N,D1 W1670,495431,6982465,E. tereticornis,6,17,63.6,14,32,1
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,11:06:00,201112502,2011,21,125,Francis Road,2,1,,,A,1,0,0,F,N,D1 W1674,495539,6982552,E. tereticornis,8,14,42.5/12.8,11,35,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,11:45:00,201112502,2011,21,125,Francis Road,2,2,,,A,1,0,0,U,U,D1 W1676,495489,6982244,E. moluccana,14,15,26.7/9.2,7,25,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,12:08:00,201112502,2011,21,125,Francis Road,2,3,,,A,1,0,0,F,N,D1 W1677,495473,6982221,E. moluccana,16,17,41.8,8,35,2
Pine Rivers,Moreton Bay,Bushland,Line-transect,23/12/2011,13:15:00,201112505,2011,21,125,Francis Road,5,1,,,S,0,1,0,U,N,D1 W684,495510,6982290,E. moluccana,14,19,36.9,7,25,5
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,12:00:00,201120201,2011,21,202,Goebels Road,1,1,N/A,N/A,A,1,0,0,M,N,D1 W800,463039,6932985,E. moluccana,16,21,47.4,11,55,1
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,12:35:00,201120203,2011,21,202,Goebels Road,3,1,N/A,N/A,S,0,1,0,F,N,D1 W801,462643,6933175,E. melanophloia,10,15,45.2,11,50,3
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,12:45:00,201120203,2011,21,202,Goebels Road,3,2,N/A,N/A,A,1,0,0,F,T,D1 W802,462664,6933264,E. crebra,12,17,39.4,9,55,3
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,13:40:00,201120204,2011,21,202,Goebels Road,4,1,N/A,N/A,A*,1,0,0,F,N,D1 W803,462733,6933352,E. crebra,8,,22.8,6,75,4
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,13:40:00,201120204,2011,21,202,Goebels Road,4,2,N/A,N/A,J*,0,0,1,U,U,D1 W803,462733,6933352,E. crebra,8,,22.8,6,75,4
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,15:35:00,201120204,2011,21,202,Goebels Road,4,3,N/A,N/A,A*,1,0,0,F,N,D1 W804,462952,6933305,E. tereticornis,9,18,45.4,11,35,4
Ipswich,Ipswich,Bushland,Strip-transect,14/04/2011,15:35:00,201120204,2011,21,202,Goebels Road,4,4,N/A,N/A,J*,0,0,1,F,N,D1 W804,462952,6933305,E. tereticornis,9,18,45.4,11,35,4
Ipswich,Ipswich,Bushland,Strip-transect,15/04/2011,11:30:00,201120301,2011,21,203,Gum Tips Nature Refuge,1,1,W,267,A,1,0,0,M,N,D1 W806,463540,6935318,E. tereticornis,13,19,38.6,11,55,1
Ipswich,Ipswich,Bushland,Strip-transect,15/04/2011,12:15:00,201120301,2011,21,203,Gum Tips Nature Refuge,1,2,W,267,A,1,0,0,M,N,D1 W808,463411,6935344,E. melanophloia,15,16,28.2,6,60,1
Ipswich,Ipswich,Bushland,Strip-transect,15/04/2011,14:35:00,201120303,2011,21,203,Gum Tips Nature Refuge,3,1,W,267,A,1,0,0,F,N,D1 W812,464341,6935483,C. tessellaris,7,14,33.2,9,50,3
Ipswich,Ipswich,Bushland,Strip-transect,20/04/2011,12:35:00,201120501,2011,21,205,Old Hidden Vale Nature Refuge,1,1,E,90,A,1,0,0,F,T,D1 W831,445394,6929835,E. tereticornis,16,20,20.9,3,40,1
Ipswich,Ipswich,Bushland,Strip-transect,13/05/2011,10:50:00,201120602,2011,21,206,Denmark Hill Conservation Park,2,1,N/A,N/A,A,1,0,0,F,N,D1 W880,475992,6944792,C. intermedia,18,21,47.1/44.1,19,70,2
Ipswich,Ipswich,Bushland,Strip-transect,13/05/2011,14:45:00,201120605,2011,21,206,Denmark Hill Conservation Park,5,1,N/A,N/A,A,1,0,0,M,N,D1 W888,475886,6944567,E. major,10,12,18.3/18.0,8,40,5
Ipswich,Ipswich,Bushland,Strip-transect,18/05/2011,14:05:00,201120705,2011,21,207,Windy View,5,1,N/A,N/A,A,1,0,0,F,N,D2 W286,454884,6937564,E. moluccana,14,19,41.1,8,60,5
Ipswich,Ipswich,Bushland,Strip-transect,18/05/2011,14:20:00,201120705,2011,21,207,Windy View,5,2,N/A,N/A,A,1,0,0,M,N,D2 W287,454970,6937561,E. moluccana,13,20,33.5,6,80,5
Ipswich,Ipswich,Bushland,Strip-transect,7/06/2011,11:40:00,201121002,2011,21,210,Middle Road,2,1,N/A,N/A,A,1,0,0,F,S,D2 W411,472593,6938534,E. tereticornis,18,22,38.5,5,65,2
Ipswich,Ipswich,Bushland,Strip-transect,7/06/2011,12:00:00,201121002,2011,21,210,Middle Road,2,2,N/A,N/A,A,1,0,0,F,S,D2 W412,472396,6938547,E. tereticornis,16,21,61.6,10,55,2
Ipswich,Ipswich,Bushland,Strip-transect,7/06/2011,14:10:00,201121004,2011,21,210,Middle Road,4,1,N/A,N/A,A,1,0,0,F,C,D2 W415,473025,6938341,E. crebra,16,18,42,8,55,4
Ipswich,Ipswich,Bushland,Strip-transect,23/06/2011,11:50:00,201121301,2011,21,213,Mine Site,1,1,N/A,N/A,A,1,0,0,F,N,D2 W570,464254,6939076,C. intermedia,9,13,36.3/14.4,8,60,1
Ipswich,Ipswich,Bushland,Strip-transect,23/06/2011,12:25:00,201121301,2011,21,213,Mine Site,1,2,N/A,N/A,A,1,0,0,F,N,D2 W571,464383,6939084,E. tereticornis,8,9,20.2,6,35,1
Ipswich,Ipswich,Bushland,Strip-transect,23/06/2011,13:05:00,201121302,2011,21,213,Mine Site,2,1,N/A,N/A,A,1,0,0,F,N,D2 W575,464537,6938889,E. crebra,18,23,69.9,14,45,2
Ipswich,Ipswich,Bushland,Strip-transect,23/06/2011,13:30:00,201121302,2011,21,213,Mine Site,2,2,N/A,N/A,A,1,0,0,F,C,D2 W576,464305,6938909,E. crebra,11,16,31.4,6,60,2
Ipswich,Ipswich,Bushland,Strip-transect,23/06/2011,14:05:00,201121302,2011,21,213,Mine Site,2,3,N/A,N/A,A,1,0,0,M,N,D2 W577,463937,6939008,E. tereticornis,16,24,99.2,10,40,2
Ipswich,Ipswich,Bushland,Strip-transect,24/06/2011,11:05:00,201121303,2011,21,213,Mine Site,3,1,N/A,N/A,A,1,0,0,F,N,D2 W582,463874,6938882,E. tereticornis,18,20,63.3/15.0,11,40,3
Ipswich,Ipswich,Bushland,Strip-transect,24/06/2011,11:30:00,201121303,2011,21,213,Mine Site,3,2,N/A,N/A,A,1,0,0,F,N,D1 W1141,463924,6938894,E. tereticornis,16,18,31.4,8,40,3
Ipswich,Ipswich,Bushland,Strip-transect,24/06/2011,11:45:00,201121303,2011,21,213,Mine Site,3,3,N/A,N/A,A,1,0,0,F,N,D2 W584,464041,6938825,E. crebra,17,21,59.6,13,40,3
Ipswich,Ipswich,Bushland,Strip-transect,24/06/2011,12:50:00,201121304,2011,21,213,Mine Site,4,1,N/A,N/A,A*,1,0,0,F,N,D2 W588,464016,6938722,E. tereticornis,11,19,36,6,70,4
Ipswich,Ipswich,Bushland,Strip-transect,28/06/2011,11:30:00,201121305,2011,21,213,Mine Site,5,1,N/A,N/A,A,1,0,0,F,N,D2 W598,464187,6938500,E. tereticornis,14,15,41.6,5,50,5
Ipswich,Ipswich,Bushland,Strip-transect,30/06/2011,13:00:00,201121402,2011,21,214,Daleys Road,2,1,N/A,N/A,A,1,0,0,M,N,D2 W616,476920,6939050,E. tereticornis,22,26,56.8,12,20,2
Ipswich,Ipswich,Urban,All-of-area,17/04/2011,15:00:00,201121600,2011,21,216,Brassal,0,1,N/A,N/A,A,1,0,0,F,T,,474108,6946895,E. tereticornis,,,,,,
Ipswich,Ipswich,Urban,All-of-area,5/06/2011,15:10:00,201121800,2011,21,218,Goodna,0,1,N/A,N/A,A*,1,0,0,F,N,,489636,6945361,Alphitonia excelsa,,,,,,
Ipswich,Ipswich,Urban,All-of-area,5/06/2011,15:10:00,201121800,2011,21,218,Goodna,0,2,N/A,N/A,J*,0,0,1,U,U,,489636,6945361,Alphitonia excelsa,,,,,,
Ipswich,Ipswich,Urban,All-of-area,14/02/2011,14:35:00,201122104,2011,21,221,Paynes Road,4,1,N/A,N/A,S,0,1,0,U,M,D1 W736,461730,6936196,E. tereticornis,14,18,48.3,11,40,4
Ipswich,Ipswich,Urban,All-of-area,16/02/2012,13:30:00,201122302,2011,21,223,McKenna Road,2,1,N/A,N/A,A,1,0,0,F,N,D1 W1770,450268,6934578,Alphitonia excelsa,7,22,44.4,7,40,2
Ipswich,Ipswich,Urban,All-of-area,16/02/2012,13:42:00,201122302,2011,21,223,McKenna Road,2,2,N/A,N/A,S,0,1,0,F,N,D1 W1771,450288,6934543,Alphitonia excelsa,16,21,34.4,7,20,2
Ipswich,Ipswich,Urban,All-of-area,17/02/2012,12:43:00,201122304,2011,21,223,McKenna Road,4,1,N/A,N/A,A,1,0,0,F,N,D1 W1780,450824,6934816,Alphitonia excelsa,9,20,49.5,20,15,4
Ipswich,Ipswich,Urban,All-of-area,17/02/2012,13:03:00,201122304,2011,21,223,McKenna Road,4,2,N/A,N/A,A,1,0,0,F,N,D1 W1781,450962,6934755,Alphitonia excelsa,16,21,47.7,17,30,4
